Engine Information/Transmission,Engine Information/Engine Type,Engine Information/Engine Statistics/Horsepower,Engine Information/Engine Statistics/Torque,Engine Information/Hybrid,Engine Information/Number of Forward Gears,Engine Information/Driveline,Identification/Make,Identification/Model Year,Identification/ID,Identification/Classification,Identification/Year,Dimensions/Width,Dimensions/Length,Dimensions/Height,Fuel Information/Highway mpg,Fuel Information/City mph,Fuel Information/Fuel Type
4 Speed Automatic,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,255,350,FALSE,4,Rear-wheel drive,Ford,2011 Ford E-350 Super Duty Wagon,2011 Ford E-350 Super Duty Wagon XLT Extended,Automatic transmission,2011,224,124,42,11,9,E85
5 Speed Automatic,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,305,420,FALSE,5,Rear-wheel drive,Ford,2011 Ford E-350 Super Duty Wagon,2011 Ford E-350 Super Duty Wagon XLT Extended  V10,Automatic transmission,2011,224,124,42,13,10,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,TRUE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Convenience Group,Automatic transmission,2012,64,137,223,36,25,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,TRUE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Leather Group,Automatic transmission,2012,64,137,223,36,25,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium III Group,Automatic transmission,2012,64,137,223,27,17,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,All-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium II Group AWD,Automatic transmission,2012,64,137,223,18,12,E85
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium II Group,Automatic transmission,2012,64,137,223,27,17,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,TRUE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium I Group,Automatic transmission,2012,64,137,223,36,25,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Touring Group,Automatic transmission,2012,64,137,223,27,17,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,TRUE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse,Automatic transmission,2012,64,137,223,36,25,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Convenience Group 3.6L,Automatic transmission,2012,64,137,223,27,17,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium I Group 3.6L,Automatic transmission,2012,64,137,223,19,13,E85
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,All-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Leather Group 3.6L AWD,Automatic transmission,2012,64,137,223,26,16,Gasoline
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,All-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Premium I Group 3.6L AWD,Automatic transmission,2012,64,137,223,18,12,E85
6 Speed Automatic Select Shift,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,303,264,FALSE,6,Front-wheel drive,Buick,2012 Buick Lacrosse,2012 Buick Lacrosse Leather Group 3.6L,Automatic transmission,2012,64,137,223,19,13,E85
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota ST Extended Cab 4x2,Automatic transmission,2011,29,173,206,20,15,Gasoline
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota ST Extended Cab 4x4,Automatic transmission,2011,29,173,206,18,14,Gasoline
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,Automatic transmission,2011,29,173,208,20,15,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,Automatic transmission,2011,29,173,208,13,9,E85
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,Automatic transmission,2011,29,173,206,18,14,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,Automatic transmission,2011,29,173,206,13,9,E85
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,Automatic transmission,2011,29,173,206,20,15,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,Automatic transmission,2011,29,173,206,13,9,E85
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,Automatic transmission,2011,29,173,206,18,14,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,Automatic transmission,2011,29,173,206,19,14,Gasoline
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Laramie Crew Cab 4x2,Automatic transmission,2011,29,173,208,20,15,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Rear-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,Automatic transmission,2011,29,173,208,19,14,Gasoline
4 Speed Automatic,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,210,235,FALSE,4,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Laramie Crew Cab 4x4,Automatic transmission,2011,29,173,206,18,14,Gasoline
5 Speed Automatic,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,302,329,FALSE,5,Four-wheel drive,Dodge,2011 Dodge Dakota,2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,Automatic transmission,2011,29,173,206,13,9,E85
6 Speed Manual,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,6,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE,Manual transmission,2010,57,99,244,20,16,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE AT,Automatic transmission,2010,57,99,244,20,15,Gasoline
6 Speed Manual,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,6,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE Long Bed,Manual transmission,2010,57,196,244,20,16,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE Long Bed AT,Automatic transmission,2010,57,196,244,20,15,Gasoline
6 Speed Manual,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,6,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE 4x4,Manual transmission,2010,57,99,244,19,15,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE 4x4 AT,Automatic transmission,2010,57,99,244,19,14,Gasoline
6 Speed Manual,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,6,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE Long Bed  4x4,Manual transmission,2010,57,196,244,19,15,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab SE Long Bed 4x4 AT,Automatic transmission,2010,57,196,244,19,14,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab PRO-4X,Automatic transmission,2010,57,99,244,20,15,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab PRO-4X 4x4,Automatic transmission,2010,57,99,244,19,14,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab LE,Automatic transmission,2010,57,99,85,20,15,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Rear-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab LE Long Bed,Automatic transmission,2010,57,196,85,20,15,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab LE 4x4,Automatic transmission,2010,57,99,85,19,14,Gasoline
5 Speed Automatic,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,261,281,FALSE,5,Four-wheel drive,Nissan,2010 Nissan Frontier,2010 Nissan Frontier Crew Cab LE Long Bed 4x4,Automatic transmission,2010,57,196,85,19,14,Gasoline
6 Speed Automatic Select Shift,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium III Group,Automatic transmission,2012,64,223,203,29,18,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Premium I Group,Automatic transmission,2012,64,223,203,22,15,E85
6 Speed Automatic Select Shift,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium I Group,Automatic transmission,2012,64,223,203,29,18,Gasoline
6 Speed Manual,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium I Group MT,Manual transmission,2012,64,223,203,32,20,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal,Automatic transmission,2012,64,223,203,31,19,Gasoline
6 Speed Manual,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium II Group MT,Manual transmission,2012,64,223,203,32,20,Gasoline
6 Speed Automatic Select Shift,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,182,172,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Premium II Group,Automatic transmission,2012,64,223,203,22,15,E85
6 Speed Automatic Select Shift,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium II Group,Automatic transmission,2012,64,223,203,29,18,Gasoline
6 Speed Manual,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,220,258,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal Turbo Premium III Group MT,Manual transmission,2012,64,223,203,32,20,Gasoline
6 Speed Manual,Buick 2.0L 4 Cylinder 270 hp 295 ft-lbs Turbo,270,295,FALSE,6,Front-wheel drive,Buick,2012 Buick Regal,2012 Buick Regal GS,Manual transmission,2012,64,223,193,27,19,Gasoline
5 Speed Manual,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,265,244,FALSE,5,All-wheel drive,Subaru,2011 Subaru Impreza WRX Sedan,2011 Subaru Impreza WRX Premium Sedan,Manual transmission,2011,3,227,195,25,19,Gasoline
6 Speed Manual,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,305,290,FALSE,6,All-wheel drive,Subaru,2011 Subaru Impreza WRX Sedan,2011 Subaru Impreza WRX STI Limited Sedan,Manual transmission,2011,3,227,195,23,17,Gasoline
5 Speed Manual,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,265,244,FALSE,5,All-wheel drive,Subaru,2011 Subaru Impreza WRX Sedan,2011 Subaru Impreza WRX Limited Sedan,Manual transmission,2011,3,227,195,25,19,Gasoline
4 Speed Automatic,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,225,286,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Commercial,Automatic transmission,2012,224,128,44,17,13,Gasoline
4 Speed Automatic,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,255,350,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Commercial 5.4L,Automatic transmission,2012,224,128,44,12,9,E85
4 Speed Automatic,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,225,286,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Commercial Extended,Automatic transmission,2012,224,116,50,12,9,E85
4 Speed Automatic,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,255,350,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Commercial Extended 5.4L,Automatic transmission,2012,224,116,50,16,12,Gasoline
4 Speed Automatic,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,225,286,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Recreational,Automatic transmission,2012,224,128,44,17,13,Gasoline
4 Speed Automatic,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,255,350,FALSE,4,Rear-wheel drive,Ford,2012 Ford E-150 Van,2012 Ford E-150 Van Recreational 5.4L,Automatic transmission,2012,224,128,44,12,9,E85
5 Speed Automatic Select Shift,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,236,266,FALSE,5,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra,Automatic transmission,2010,237,208,133,19,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra 4.6L,Automatic transmission,2010,237,208,133,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra 4.6L 4X4,Automatic transmission,2010,237,208,143,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra 5.7L,Automatic transmission,2010,237,208,133,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra 5.7L 4X4,Automatic transmission,2010,237,208,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra 5.7L FFV 4X4,Automatic transmission,2010,237,208,143,17,13,Gasoline
5 Speed Automatic Select Shift,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,236,266,FALSE,5,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed,Automatic transmission,2010,237,176,133,19,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed 4.6L,Automatic transmission,2010,237,176,133,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed 4.6L 4X4,Automatic transmission,2010,237,176,143,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed 5.7L,Automatic transmission,2010,237,176,133,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed 5.7L 4X4,Automatic transmission,2010,237,176,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Long Bed 5.7L 4X4 FFV,Automatic transmission,2010,237,176,143,17,13,Gasoline
5 Speed Automatic Select Shift,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,236,266,FALSE,5,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab,Automatic transmission,2010,237,176,133,19,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab 4.6L,Automatic transmission,2010,237,176,133,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab 4.6L 4X4,Automatic transmission,2010,237,176,143,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab 5.7L,Automatic transmission,2010,237,176,133,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab 5.7L 4X4,Automatic transmission,2010,237,176,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab 5.7L FFV 4X4,Automatic transmission,2010,237,176,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Long Bed,Automatic transmission,2010,237,122,133,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Long Bed 4X4,Automatic transmission,2010,237,122,143,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Long Bed 5.7L,Automatic transmission,2010,237,122,133,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Long Bed 5.7L 4X4,Automatic transmission,2010,237,122,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Long Bed 5.7L FFV 4X4,Automatic transmission,2010,237,122,143,13,10,E85
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Limited,Automatic transmission,2010,237,176,133,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Limited 4X4,Automatic transmission,2010,237,176,143,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Limited 5.7L,Automatic transmission,2010,237,176,133,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Limited 5.7L 4X4,Automatic transmission,2010,237,176,143,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra Double Cab Limited 5.7L FFV 4X4,Automatic transmission,2010,237,176,143,13,10,E85
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax,Automatic transmission,2010,237,176,128,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax 4X4,Automatic transmission,2010,237,176,138,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax 5.7L,Automatic transmission,2010,237,176,128,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax 5.7L 4X4,Automatic transmission,2010,237,176,138,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax 5.7L FFV 4X4,Automatic transmission,2010,237,176,138,13,10,E85
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax Limited,Automatic transmission,2010,237,176,128,20,15,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax Limited 4X4,Automatic transmission,2010,237,176,138,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax Limited 5.7L,Automatic transmission,2010,237,176,128,18,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax Limited 5.7L 4X4,Automatic transmission,2010,237,176,138,17,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Tundra,2010 Toyota Tundra CrewMax Limited 5.7L FFV 4X4,Automatic transmission,2010,237,176,138,17,13,Gasoline
4 Speed Automatic,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,225,286,FALSE,4,Rear-wheel drive,Ford,2011 Ford E-150 Van,2011 Ford E-150 Van Commercial,Automatic transmission,2011,224,128,44,17,13,Gasoline
4 Speed Automatic,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,255,350,FALSE,4,Rear-wheel drive,Ford,2011 Ford E-150 Van,2011 Ford E-150 Van Commercial 5.4L,Automatic transmission,2011,224,128,44,12,9,E85
4 Speed Automatic,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,225,286,FALSE,4,Rear-wheel drive,Ford,2011 Ford E-150 Van,2011 Ford E-150 Van Commercial Extended,Automatic transmission,2011,224,116,50,12,10,E85
